# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:55:39 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
Kepler-297 c,1,3,0,74.92013700,0.00012000,-0.00012000,0,0.336000,,,0,6.540,1.180,-1.180,0,0.583,0.105,-0.105,0,42.10000,14.10000,-9.30000,0,0.13200,0.04400,-0.02900,0,Mass,0.827000,,,0,0.000000,,,0,6.86,0.25,-0.25,0,409,,,0,89.470,,,0,1,0.411920,0.002860,-0.002860,0,,5619.00,100.00,-100.00,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0,-0.100,0.110,-0.116,0,[Fe/H],-0.096,,,0,4.47,0.15,-0.15,0,692.1400000,8.0830000,-7.9010000
Kepler-297 b,1,3,0,38.87182600,0.00015300,-0.00015300,0,0.217000,,,0,2.870,0.520,-0.520,0,0.256,0.046,-0.046,0,48.50000,11.20000,-7.00000,0,0.15300,0.03500,-0.02200,0,Mass,11.300000,,,0,0.000000,,,0,16.46,0.61,-0.59,0,509,,,0,89.970,,,0,1,0.100490,0.001510,-0.001510,0,,5619.00,100.00,-100.00,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0,-0.100,0.110,-0.116,0,[Fe/H],-0.096,,,0,4.47,0.15,-0.15,0,692.1400000,8.0830000,-7.9010000
Kepler-296 f,2,5,0,63.33627000,0.00060000,-0.00062000,0,0.255000,0.043000,-0.042000,0,1.800,0.310,-0.300,0,0.161,0.028,-0.027,0,3.89000,,,0,0.01230,,,0,M-R relationship,3.200000,,,0,0.330000,,,1,0.62,0.11,-0.10,0,274,15,-15,0,89.950,0.050,-0.120,0,0,0.098300,0.008380,-0.008380,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-0.080,0.280,-0.300,0,[Fe/H],-1.569,0.113,-0.070,0,4.77,0.09,-0.06,0,167.0000000,21.4280000,-20.2470000
Kepler-296 e,2,5,0,34.14211000,0.00025000,-0.00025000,0,0.169000,0.029000,-0.028000,0,1.530,0.270,-0.250,0,0.136,0.024,-0.022,0,2.96000,,,0,0.00930,,,0,M-R relationship,4.100000,,,0,0.330000,,,1,1.41,0.25,-0.21,0,337,18,-18,0,89.890,0.110,-0.260,0,0,0.078800,0.006310,-0.006310,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-0.080,0.280,-0.300,0,[Fe/H],-1.569,0.113,-0.070,0,4.77,0.09,-0.06,0,167.0000000,21.4280000,-20.2470000
Kepler-296 d,2,5,0,19.85029100,0.00006100,-0.00005700,0,0.118000,0.020000,-0.020000,0,2.090,0.330,-0.320,0,0.186,0.029,-0.029,0,5.02000,,,0,0.01580,,,0,M-R relationship,1.900000,,,0,0.330000,,,1,2.90,0.52,-0.44,0,403,22,-22,0,89.770,,,0,0,0.160750,0.005070,-0.005070,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-0.080,0.280,-0.300,0,[Fe/H],-1.509,0.077,-0.093,0,4.77,0.09,-0.06,0,167.0000000,21.4280000,-20.2470000
Kepler-296 c,2,5,0,5.84163660,0.00001000,-0.00001000,0,0.052100,0.008800,-0.008600,0,2.000,0.330,-0.320,0,0.178,0.029,-0.029,0,4.66000,,,0,0.01470,,,0,M-R relationship,1.200000,,,0,0.330000,,,1,14.80,2.70,-2.30,0,606,32,-32,0,89.940,,,0,0,0.133630,0.003700,-0.003700,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-0.080,0.280,-0.300,0,[Fe/H],-1.509,0.077,-0.093,0,4.77,0.09,-0.06,0,167.0000000,21.4280000,-20.2470000
Kepler-296 b,2,5,0,10.86438400,0.00005100,-0.00004600,0,0.079000,0.013000,-0.013000,0,1.610,0.290,-0.270,0,0.144,0.026,-0.024,0,3.22000,,,0,0.01010,,,0,M-R relationship,3.000000,,,0,0.330000,,,1,6.50,1.20,-1.00,0,495,26,-26,0,88.580,,,0,0,0.074870,0.005140,-0.005140,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-0.080,0.280,-0.300,0,[Fe/H],-1.509,0.077,-0.093,0,4.77,0.09,-0.06,0,167.0000000,21.4280000,-20.2470000
Kepler-295 d,1,3,0,33.88405400,0.00068500,-0.00068500,0,0.192000,,,0,1.360,0.720,-0.720,0,0.121,0.064,-0.064,0,2.42000,,,0,0.00761,,,0,M-R relationship,5.290000,,,0,0.000000,,,0,104.96,9.55,-8.57,0,533,,,0,85.870,,,0,0,0.022410,0.001410,-0.001410,0,,5603.00,200.00,-200.00,0,0.90,0.47,-0.47,0,0.89,0.04,-0.04,0,-0.010,0.144,-0.167,0,[Fe/H],0.629,0.046,-0.051,0,4.44,0.30,-0.30,0,1699.1900000,73.3200000,-67.6100000
Kepler-295 c,1,3,0,21.52625800,0.00033600,-0.00033600,0,0.142000,,,0,1.170,0.620,-0.620,0,0.104,0.055,-0.055,0,1.71000,,,0,0.00537,,,0,M-R relationship,5.870000,,,0,0.000000,,,0,192.14,17.48,-15.68,0,621,,,0,86.200,,,0,0,0.019000,0.000850,-0.000850,0,,5603.00,200.00,-200.00,0,0.90,0.47,-0.47,0,0.89,0.04,-0.04,0,-0.010,0.144,-0.167,0,[Fe/H],0.629,0.046,-0.051,0,4.44,0.30,-0.30,0,1699.1900000,73.3200000,-67.6100000
Kepler-295 b,1,3,0,12.64516400,0.00018100,-0.00018100,0,0.099000,,,0,1.220,0.640,-0.640,0,0.109,0.057,-0.057,0,1.98000,,,0,0.00624,,,0,M-R relationship,5.990000,,,0,0.000000,,,0,391.01,35.57,-31.92,0,741,,,0,77.820,,,0,0,0.020040,0.000660,-0.000660,0,,5603.00,200.00,-200.00,0,0.90,0.47,-0.47,0,0.89,0.04,-0.04,0,-0.010,0.144,-0.167,0,[Fe/H],0.629,0.046,-0.051,0,4.44,0.30,-0.30,0,1699.1900000,73.3200000,-67.6100000
Kepler-294 c,1,2,0,6.62640000,0.00002800,-0.00002800,0,0.071000,,,0,2.710,1.270,-1.270,0,0.242,0.113,-0.113,0,7.80000,,,0,0.02450,,,0,M-R relationship,2.150000,,,0,0.000000,,,0,151.49,15.79,-14.05,0,895,,,0,89.610,,,0,0,0.081460,0.002170,-0.002170,0,,5913.00,200.00,-200.00,0,0.98,0.46,-0.46,0,0.95,0.04,-0.04,0,0.160,0.150,-0.150,0,[Fe/H],-0.148,,,0,4.49,0.30,-0.30,0,1357.0100000,60.0000000,-55.2000000
Kepler-294 b,1,2,0,3.70121200,0.00002500,-0.00002500,0,0.048000,,,0,1.770,0.830,-0.830,0,0.158,0.074,-0.074,0,3.78000,,,0,0.01190,,,0,M-R relationship,3.750000,,,0,0.000000,,,0,329.80,34.39,-30.60,0,1087,,,0,89.090,,,0,0,0.032740,0.001870,-0.001870,0,,5913.00,200.00,-200.00,0,0.98,0.46,-0.46,0,0.95,0.04,-0.04,0,0.160,0.150,-0.150,0,[Fe/H],-0.148,,,0,4.49,0.30,-0.30,0,1357.0100000,60.0000000,-55.2000000
Kepler-293 c,1,2,0,54.15574300,0.00046600,-0.00046600,0,0.286000,,,0,3.830,1.630,-1.630,0,0.342,0.145,-0.145,0,14.00000,,,0,0.04420,,,0,M-R relationship,1.370000,,,0,0.000000,,,0,7.29,0.46,-0.43,0,466,,,0,88.780,,,0,0,0.110980,0.004070,-0.004070,0,,5804.00,200.00,-200.00,0,0.96,0.40,-0.40,0,0.94,0.04,-0.04,0,0.040,0.139,-0.158,0,[Fe/H],-0.233,,,0,4.50,0.30,-0.30,0,974.6330000,23.2820000,-22.2380000
Kepler-293 b,1,2,0,19.25419600,0.00007900,-0.00007900,0,0.144000,,,0,3.070,1.300,-1.300,0,0.274,0.116,-0.116,0,9.64000,,,0,0.03030,,,0,M-R relationship,1.830000,,,0,0.000000,,,0,28.94,1.82,-1.70,0,657,,,0,88.860,,,0,0,0.098770,0.002150,-0.002150,0,,5804.00,200.00,-200.00,0,0.96,0.40,-0.40,0,0.94,0.04,-0.04,0,0.040,0.139,-0.158,0,[Fe/H],-0.233,,,0,4.50,0.30,-0.30,0,974.6330000,23.2820000,-22.2380000
Kepler-292 f,1,5,0,20.83423700,0.00018400,-0.00018400,0,0.141000,,,0,2.350,0.220,-0.220,0,0.210,0.020,-0.020,0,6.12000,,,0,0.01930,,,0,M-R relationship,2.590000,,,0,0.000000,,,0,24.32,2.54,-2.26,0,563,,,0,89.560,,,0,0,0.080310,0.003290,-0.003290,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.070,0.114,-0.114,0,[Fe/H],-0.337,,,0,4.54,0.15,-0.15,0,1056.4800000,45.7900000,-42.1900000
Kepler-292 e,1,5,0,11.97901000,0.00010100,-0.00010100,0,0.097000,,,0,2.670,0.350,-0.350,0,0.238,0.031,-0.031,0,7.61000,,,0,0.02390,,,0,M-R relationship,2.200000,,,0,0.000000,,,0,50.92,5.32,-4.72,0,678,,,0,89.830,,,0,0,0.070790,0.002750,-0.002750,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.070,0.114,-0.114,0,[Fe/H],-0.337,,,0,4.54,0.15,-0.15,0,1056.4800000,45.7900000,-42.1900000
Kepler-292 d,1,5,0,7.05567900,0.00004300,-0.00004300,0,0.068000,,,0,2.230,0.210,-0.210,0,0.199,0.019,-0.019,0,5.60000,,,0,0.01760,,,0,M-R relationship,2.770000,,,0,0.000000,,,0,103.00,10.76,-9.56,0,808,,,0,89.000,,,0,0,0.070560,0.002340,-0.002340,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.070,0.114,-0.114,0,[Fe/H],-0.337,,,0,4.54,0.15,-0.15,0,1056.4800000,45.7900000,-42.1900000
Kepler-292 c,1,5,0,3.71533500,0.00003300,-0.00003300,0,0.045000,,,0,1.470,0.150,-0.150,0,0.131,0.013,-0.013,0,2.76000,,,0,0.00869,,,0,M-R relationship,4.770000,,,0,0.000000,,,0,242.42,25.33,-22.49,0,1001,,,0,88.250,,,0,0,0.033170,0.001900,-0.001900,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.070,0.114,-0.114,0,[Fe/H],-0.337,,,0,4.54,0.15,-0.15,0,1056.4800000,45.7900000,-42.1900000
Kepler-292 b,1,5,0,2.58082700,0.00002000,-0.00002000,0,0.035000,,,0,1.320,0.140,-0.140,0,0.118,0.012,-0.012,0,2.30000,,,0,0.00724,,,0,M-R relationship,5.500000,,,0,0.000000,,,0,394.30,41.20,-36.59,0,1130,,,0,89.000,,,0,0,0.027020,0.001720,-0.001720,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.070,0.114,-0.114,0,[Fe/H],-0.337,,,0,4.54,0.15,-0.15,0,1056.4800000,45.7900000,-42.1900000
Kepler-291 c,1,2,0,5.70078600,0.00005500,-0.00005500,0,0.065000,,,0,1.880,0.820,-0.820,0,0.168,0.073,-0.073,0,4.19000,,,0,0.01320,,,0,M-R relationship,3.470000,,,0,0.000000,,,0,332.74,47.51,-40.33,0,1035,,,0,88.150,,,0,0,0.037980,0.002790,-0.002790,0,,6002.00,200.00,-200.00,0,1.02,0.44,-0.44,0,0.90,0.06,-0.06,0,-0.110,0.171,-0.195,0,[Fe/H],0.071,,,0,4.47,0.30,-0.30,0,1786.4800000,115.5000000,-102.5300000
Kepler-291 b,1,2,0,3.54651100,0.00001600,-0.00001600,0,0.047000,,,0,2.160,0.940,-0.940,0,0.193,0.084,-0.084,0,5.31000,,,0,0.01670,,,0,M-R relationship,2.900000,,,0,0.000000,,,0,627.37,89.58,-76.04,0,1212,,,0,86.200,,,0,0,0.044270,0.001890,-0.001890,0,,6002.00,200.00,-200.00,0,1.02,0.44,-0.44,0,0.90,0.06,-0.06,0,-0.110,0.171,-0.195,0,[Fe/H],0.071,,,0,4.47,0.30,-0.30,0,1786.4800000,115.5000000,-102.5300000
Kepler-290 d,1,3,0,0.76401755,0.00000377,-0.00000377,0,0.015400,,,0,0.860,0.120,-0.070,0,0.079,,,0,0.56600,,,0,0.00178,,,0,M-R relationship,4.890000,,,0,0.000000,,,0,1503.79,649.53,-390.73,0,1589,,,0,84.790,,,0,0,0.012820,0.001300,-0.001300,0,,5142.00,153.00,-153.00,0,0.76,0.10,-0.07,0,0.84,0.07,-0.09,0,-0.060,0.300,-0.300,0,[Fe/H],-0.586,,,0,4.60,0.03,-0.08,0,694.6270000,14.5180000,-13.9460000
Kepler-290 c,1,3,0,36.77031000,0.00018300,-0.00018300,0,0.205000,,,0,2.700,1.390,-1.390,0,0.241,0.124,-0.124,0,7.75000,,,0,0.02440,,,0,M-R relationship,2.160000,,,0,0.000000,,,0,6.60,0.36,-0.34,0,437,,,0,89.440,,,0,0,0.134660,0.003400,-0.003400,0,,5147.00,200.00,-200.00,0,0.74,0.38,-0.38,0,0.80,0.03,-0.03,0,-0.060,0.158,-0.187,0,[Fe/H],-0.586,,,0,4.62,0.30,-0.30,0,694.6270000,14.5180000,-13.9460000
Kepler-290 b,1,3,0,14.58934700,0.00006600,-0.00006600,0,0.110000,,,0,2.250,1.220,-1.220,0,0.201,0.109,-0.109,0,5.69000,,,0,0.01790,,,0,M-R relationship,2.740000,,,0,0.000000,,,0,22.64,1.25,-1.18,0,594,,,0,88.860,,,0,0,0.083130,0.003080,-0.003080,0,,5147.00,200.00,-200.00,0,0.74,0.38,-0.38,0,0.80,0.03,-0.03,0,-0.060,0.158,-0.187,0,[Fe/H],-0.586,,,0,4.62,0.30,-0.30,0,694.6270000,14.5180000,-13.9460000
Kepler-29 c,1,2,0,13.28613000,0.00026000,-0.00021000,0,0.108700,,,0,2.340,0.120,-0.110,0,0.209,0.011,-0.010,0,4.50000,1.10000,-1.10000,0,0.01416,0.00346,-0.00346,0,Mass,1.910000,0.570000,-0.540000,0,0.000000,,,0,34.40,3.80,-3.80,0,715,,,0,89.970,,,0,1,0.103960,0.002690,-0.002690,0,,5378.00,60.00,-60.00,0,0.73,0.03,-0.03,0,0.76,0.02,-0.03,0,-0.440,0.040,-0.040,0,[Fe/H],-0.297,,,0,4.60,0.10,-0.10,0,832.5320000,26.3765000,-26.3765000
Kepler-29 b,1,2,0,10.33974000,0.00014000,-0.00015000,0,0.091900,,,0,2.550,0.120,-0.120,0,0.227,0.011,-0.011,0,5.00000,1.50000,-1.30000,0,0.01573,0.00472,-0.00409,0,Mass,1.650000,0.530000,-0.490000,0,0.000000,,,0,55.90,6.50,-4.80,0,777,,,0,89.130,0.450,-0.230,0,1,0.102000,0.003100,-0.003400,0,,5378.00,60.00,-60.00,0,0.73,0.03,-0.03,0,0.76,0.02,-0.03,0,-0.440,0.040,-0.040,0,[Fe/H],-0.297,,,0,4.60,0.10,-0.10,0,832.5320000,26.3765000,-26.3765000
Kepler-289 d,1,3,0,66.06340000,0.01140000,-0.01140000,0,0.330000,0.020000,-0.020000,0,2.680,0.170,-0.170,0,0.239,0.015,-0.015,0,4.00000,0.90000,-0.90000,0,0.01300,0.00300,-0.00300,0,Mass,1.200000,0.300000,-0.300000,0,,,,,,,,,,,,,89.730,0.200,-0.380,0,1,,,,,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],0.061,0.022,-0.023,0,4.47,0.01,-0.01,0,704.4380000,8.8090000,-8.8090000
Kepler-289 c,1,3,0,125.85180000,0.00760000,-0.00760000,0,0.510000,0.030000,-0.030000,0,11.590,0.190,-0.190,0,1.034,0.017,-0.017,0,132.00000,17.00000,-17.00000,0,0.42000,0.05000,-0.05000,0,Mass,0.470000,0.060000,-0.060000,0,0.000000,,,0,4.88,0.17,-0.16,0,394,,,0,89.794,0.017,-0.016,0,1,1.238950,0.002450,-0.002450,0,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],0.061,0.022,-0.023,0,4.47,0.01,-0.01,0,704.4380000,8.8090000,-8.8090000
Kepler-289 b,1,3,0,34.54500000,0.00050000,-0.00050000,0,0.210000,0.010000,-0.010000,0,2.150,0.100,-0.100,0,0.192,0.009,-0.009,0,7.30000,6.80000,-6.80000,0,0.02300,0.02100,-0.02100,0,Mass,4.100000,3.900000,-3.900000,0,0.000000,,,0,27.37,0.93,-0.90,0,607,,,0,89.590,0.300,-0.480,0,1,0.042980,0.002030,-0.002030,0,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],0.061,0.022,-0.023,0,4.47,0.01,-0.01,0,704.4380000,8.8090000,-8.8090000
Kepler-288 d,1,3,0,56.63374200,0.00090800,-0.00090800,0,0.287000,,,0,2.670,1.270,-1.270,0,0.238,0.113,-0.113,0,7.61000,,,0,0.02390,,,0,M-R relationship,2.200000,,,0,0.000000,,,0,12.66,0.90,-0.83,0,570,,,0,89.750,,,0,0,0.058970,0.003080,-0.003080,0,,5918.00,250.00,-250.00,0,1.09,0.52,-0.52,0,1.03,0.07,-0.07,0,0.160,0.150,-0.150,0,[Fe/H],0.056,,,0,4.35,0.30,-0.30,0,1194.1500000,34.4400000,-32.5900000
Kepler-288 c,1,3,0,19.30577200,0.00013500,-0.00013500,0,0.140000,,,0,2.850,1.360,-1.360,0,0.254,0.121,-0.121,0,8.50000,,,0,0.02670,,,0,M-R relationship,2.020000,,,0,0.000000,,,0,53.15,3.77,-3.48,0,815,,,0,90.000,,,0,0,0.070910,0.002070,-0.002070,0,,5918.00,250.00,-250.00,0,1.09,0.52,-0.52,0,1.03,0.07,-0.07,0,0.160,0.150,-0.150,0,[Fe/H],0.056,,,0,4.35,0.30,-0.30,0,1194.1500000,34.4400000,-32.5900000
Kepler-288 b,1,3,0,6.09732600,0.00006400,-0.00006400,0,0.065000,,,0,1.670,0.800,-0.800,0,0.149,0.071,-0.071,0,3.43000,,,0,0.01080,,,0,M-R relationship,4.050000,,,0,0.000000,,,0,247.30,17.52,-16.21,0,1197,,,0,89.950,,,0,0,0.021760,0.001420,-0.001420,0,,5918.00,250.00,-250.00,0,1.09,0.52,-0.52,0,1.03,0.07,-0.07,0,0.160,0.150,-0.150,0,[Fe/H],0.056,,,0,4.35,0.30,-0.30,0,1194.1500000,34.4400000,-32.5900000
Kepler-287 c,1,2,0,44.85189600,0.00024700,-0.00024700,0,0.246000,,,0,3.260,1.490,-1.490,0,0.291,0.133,-0.133,0,10.70000,,,0,0.03360,,,0,M-R relationship,1.700000,,,0,0.000000,,,0,12.46,0.60,-0.57,0,513,,,0,89.240,,,0,0,0.078080,0.002620,-0.002620,0,K7 V,5806.00,200.00,-200.00,0,1.03,0.47,-0.47,0,0.97,0.04,-0.05,0,0.117,0.034,-0.034,0,[M/H],-0.134,,,0,4.40,0.30,-0.30,0,835.8600000,15.1005000,-15.1005000
Kepler-287 b,1,2,0,20.34219900,0.00008400,-0.00008400,0,0.145000,,,0,2.330,1.060,-1.060,0,0.208,0.095,-0.095,0,6.04000,,,0,0.01900,,,0,M-R relationship,2.620000,,,0,0.000000,,,0,35.75,1.74,-1.65,0,667,,,0,88.830,,,0,0,0.056460,0.002260,-0.002260,0,K7 V,5806.00,200.00,-200.00,0,1.03,0.47,-0.47,0,0.97,0.04,-0.05,0,0.117,0.034,-0.034,0,[M/H],-0.134,,,0,4.40,0.30,-0.30,0,835.8600000,15.1005000,-15.1005000
Kepler-286 e,1,4,0,29.22128900,0.00037000,-0.00037000,0,0.176000,,,0,1.770,0.430,-0.430,0,0.158,0.038,-0.038,0,3.78000,,,0,0.01190,,,0,M-R relationship,3.750000,,,0,0.000000,,,0,22.40,4.75,-3.70,0,539,,,0,88.780,,,0,0,0.039400,0.002850,-0.002850,0,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,0.96,0.04,-0.04,0,-0.120,0.110,-0.112,0,[Fe/H],-0.116,,,0,4.50,0.15,-0.15,0,1226.8500000,116.7100000,-98.4100000
Kepler-286 d,1,4,0,5.91432300,0.00005400,-0.00005400,0,0.061000,,,0,1.330,0.270,-0.270,0,0.119,0.024,-0.024,0,2.33000,,,0,0.00733,,,0,M-R relationship,5.440000,,,0,0.000000,,,0,188.48,39.95,-31.13,0,919,,,0,89.870,,,0,0,0.025320,0.001580,-0.001580,0,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,0.96,0.04,-0.04,0,-0.120,0.110,-0.112,0,[Fe/H],-0.116,,,0,4.50,0.15,-0.15,0,1226.8500000,116.7100000,-98.4100000
